Price,Open,High,Low,Close,Volume
Ticker,BTC-USD,BTC-USD,BTC-USD,BTC-USD,BTC-USD
Datetime,,,,,
2025-09-27 03:00:00+00:00,109479.5546875,109772.25,109479.5546875,109595.734375,0
2025-09-27 04:00:00+00:00,109597.8203125,109758.765625,109595.3125,109707.859375,633298944
2025-09-27 05:00:00+00:00,109709.3125,109731.0859375,109659.5859375,109690.2265625,0
2025-09-27 06:00:00+00:00,109658.1875,109675.4453125,109563.7578125,109595.2578125,0
2025-09-27 07:00:00+00:00,109599.28125,109625.1640625,109393.5625,109453.53125,0
2025-09-27 08:00:00+00:00,109444.7265625,109444.7265625,109316.0234375,109328.6875,0
2025-09-27 09:00:00+00:00,109325.609375,109391.921875,109160.3515625,109358.0546875,0
2025-09-27 10:00:00+00:00,109355.65625,109504.015625,109322.7890625,109477.4765625,0
2025-09-27 11:00:00+00:00,109479.359375,109486.046875,109331.9921875,109351.46875,0
2025-09-27 12:00:00+00:00,109348.203125,109491.625,109289.09375,109491.625,0
2025-09-27 13:00:00+00:00,109427.171875,109452.640625,109379.6171875,109380.9609375,0
2025-09-27 14:00:00+00:00,109372.265625,109422.734375,109314.875,109331.796875,0
2025-09-27 15:00:00+00:00,109344.390625,109462.671875,109266.921875,109434.171875,0
2025-09-27 16:00:00+00:00,109435.515625,109467.2578125,109375.6640625,109427.1796875,0
2025-09-27 17:00:00+00:00,109416.078125,109423.7109375,109306.4375,109415.4609375,0
2025-09-27 18:00:00+00:00,109425.1171875,109476.515625,109404.171875,109476.515625,0
2025-09-27 19:00:00+00:00,109473.625,109476.5859375,109421.3046875,109464.71875,0
2025-09-27 20:00:00+00:00,109470.015625,109473.2734375,109407.6796875,109437.5078125,0
2025-09-27 21:00:00+00:00,109440.53125,109518.453125,109427.4375,109492.390625,0
2025-09-27 22:00:00+00:00,109495.9375,109752.171875,109495.9375,109649.1875,0
2025-09-27 23:00:00+00:00,109643.1015625,109724.53125,109510.5703125,109663.03125,0
2025-09-28 00:00:00+00:00,109687.5703125,109811.4921875,109611.7890625,109647.3125,0
2025-09-28 01:00:00+00:00,109661.9375,109688.4921875,109408.75,109411.453125,0
2025-09-28 02:00:00+00:00,109417.7578125,109563.828125,109406.2109375,109492.578125,0
2025-09-28 03:00:00+00:00,109489.7890625,109554.8125,109468.5,109487.4765625,332564480
2025-09-28 04:00:00+00:00,109484.078125,109507.7734375,109407.9453125,109421.5859375,0
2025-09-28 05:00:00+00:00,109427.8203125,109456.5234375,109385.8046875,109401.234375,0
2025-09-28 06:00:00+00:00,109398.78125,109460.21875,109325.9296875,109439.953125,0
2025-09-28 07:00:00+00:00,109446.8984375,109575.4765625,109404.40625,109539.3828125,0
2025-09-28 08:00:00+00:00,109529.5625,109599.5546875,109499.71875,109563.2734375,0
2025-09-28 09:00:00+00:00,109558.875,109599.734375,109397.765625,109549.2109375,0
2025-09-28 10:00:00+00:00,109552.2109375,109552.2109375,109397.203125,109400.2734375,0
2025-09-28 11:00:00+00:00,109400.7421875,109434.8125,109298.015625,109434.8125,1138212864
2025-09-28 12:00:00+00:00,109418.65625,109471.78125,109240.3125,109365.7421875,0
2025-09-28 13:00:00+00:00,109341.203125,109687.21875,109341.203125,109671.0234375,0
2025-09-28 14:00:00+00:00,109659.5,109876.0703125,109565.421875,109876.0703125,880443392
2025-09-28 15:00:00+00:00,109880.734375,110062.9609375,109758.203125,110062.9609375,1285713920
2025-09-28 16:00:00+00:00,110064.65625,110392.28125,110035.0546875,110223.2109375,291328000
2025-09-28 17:00:00+00:00,110242.796875,110379.0703125,110188.8203125,110252.1015625,1427929088
2025-09-28 18:00:00+00:00,110235.0546875,110293.828125,110111.1796875,110293.828125,178468864
2025-09-28 19:00:00+00:00,110301.8984375,110393.2109375,110146.8046875,110351.71875,99454976
2025-09-28 20:00:00+00:00,110366.7578125,110974.6171875,110338.28125,110843.125,625975296
2025-09-28 21:00:00+00:00,110835.0703125,110907.671875,110670.2578125,110774.453125,1332209664
2025-09-28 22:00:00+00:00,110958.984375,112013.0546875,110958.984375,111936.53125,347123712
2025-09-28 23:00:00+00:00,111952.4921875,112364.7890625,111952.4921875,112116.046875,4481271808
2025-09-29 00:00:00+00:00,112201.1640625,112325.0234375,112045.8984375,112276.5625,317351936
2025-09-29 01:00:00+00:00,112284.9609375,112345.6953125,111783.0625,111834.0078125,934244352
2025-09-29 02:00:00+00:00,111884.4375,111987.15625,111670.484375,111779.390625,2288091136
2025-09-29 03:00:00+00:00,111775.0,111882.6015625,111634.0859375,111856.875,0
2025-09-29 04:00:00+00:00,111906.2578125,111927.453125,111799.546875,111867.125,1571815424
2025-09-29 05:00:00+00:00,111857.734375,111857.734375,111605.8359375,111781.5703125,986763264
2025-09-29 06:00:00+00:00,111789.5859375,111857.3203125,111674.0234375,111687.28125,0
2025-09-29 07:00:00+00:00,111681.8828125,111870.6640625,111608.578125,111868.6953125,2142060544
2025-09-29 08:00:00+00:00,111880.7578125,112372.40625,111880.7578125,112147.2578125,1717313536
2025-09-29 09:00:00+00:00,112124.9453125,112204.25,112045.28125,112127.2265625,2199482368
2025-09-29 10:00:00+00:00,112134.5703125,112257.7265625,112065.171875,112168.34375,884744192
2025-09-29 11:00:00+00:00,112138.640625,112141.5,111966.0078125,112139.6484375,0
2025-09-29 12:00:00+00:00,112128.0234375,112407.71875,112022.21875,112039.7421875,968675328
2025-09-29 13:00:00+00:00,112054.6640625,113480.6484375,111969.1171875,113375.4453125,3476328448
2025-09-29 14:00:00+00:00,113290.5390625,114284.34375,113281.65625,114174.5703125,5682839552
2025-09-29 15:00:00+00:00,114093.703125,114153.0859375,113787.96875,113873.5390625,1020358656
2025-09-29 16:00:00+00:00,113862.5625,114080.484375,113686.0625,113686.0625,657666048
2025-09-29 17:00:00+00:00,113676.6796875,114193.15625,113550.125,114140.9296875,1377460224
2025-09-29 18:00:00+00:00,114119.4296875,114189.5,113937.6796875,114104.7421875,1064841216
2025-09-29 19:00:00+00:00,114088.0390625,114370.828125,113960.75,114370.828125,609976320
2025-09-29 20:00:00+00:00,114300.7109375,114459.59375,114200.4609375,114317.078125,2431823872
2025-09-29 21:00:00+00:00,114330.546875,114405.8125,114156.671875,114278.234375,184532992
2025-09-29 22:00:00+00:00,114255.1953125,114257.140625,114091.0234375,114224.6015625,0
2025-09-29 23:00:00+00:00,114226.4765625,114405.1796875,114223.3359375,114379.546875,0
2025-09-30 00:00:00+00:00,114389.28125,114788.0703125,114142.3984375,114610.3828125,114614272
2025-09-30 01:00:00+00:00,114566.8984375,114800.2578125,114372.21875,114420.625,0
2025-09-30 02:00:00+00:00,114577.9296875,114655.03125,114442.0078125,114504.9453125,352444416
2025-09-30 03:00:00+00:00,114512.90625,114573.0859375,114376.03125,114430.6875,41725952
2025-09-30 04:00:00+00:00,114435.53125,114435.53125,114164.015625,114164.015625,0
2025-09-30 05:00:00+00:00,114133.90625,114258.078125,113920.015625,113944.125,900395008
2025-09-30 06:00:00+00:00,113949.0,114086.140625,113885.8359375,113953.8515625,1692393472
2025-09-30 07:00:00+00:00,113936.1796875,114017.4921875,113678.671875,113774.921875,0
2025-09-30 08:00:00+00:00,113764.7890625,113772.375,113484.1484375,113535.9609375,239652864
2025-09-30 09:00:00+00:00,113497.40625,113519.671875,112874.5859375,112874.5859375,304001024
2025-09-30 10:00:00+00:00,112822.703125,113082.15625,112740.5625,112983.8125,2022281216
2025-09-30 11:00:00+00:00,112986.0625,113156.796875,112860.828125,113131.5625,0
2025-09-30 12:00:00+00:00,113100.8828125,113280.8828125,113060.078125,113091.8046875,82071552
2025-09-30 13:00:00+00:00,113054.09375,113664.046875,112943.25,113417.4609375,0
2025-09-30 14:00:00+00:00,113435.515625,113648.6796875,113021.703125,113648.6796875,0
2025-09-30 15:00:00+00:00,113641.2265625,113641.2265625,113010.2421875,113146.1015625,0
2025-09-30 16:00:00+00:00,113143.59375,113240.734375,112817.1953125,112817.1953125,0
2025-09-30 17:00:00+00:00,112842.8359375,113515.265625,112842.8359375,113311.8046875,467517440
2025-09-30 18:00:00+00:00,113299.984375,113722.0234375,113247.296875,113722.0234375,0
2025-09-30 19:00:00+00:00,113720.9765625,114540.09375,113720.9765625,114426.3125,746348544
2025-09-30 20:00:00+00:00,114394.5390625,114679.6328125,114152.0078125,114633.03125,588214272
2025-09-30 21:00:00+00:00,114630.1015625,114744.953125,114218.125,114218.125,1933656064
2025-09-30 22:00:00+00:00,114181.265625,114364.609375,113909.0,113965.3984375,0
2025-09-30 23:00:00+00:00,113959.515625,114043.4453125,113803.8203125,114043.4453125,0
2025-10-01 00:00:00+00:00,114078.0078125,114275.8984375,113984.9375,114231.078125,191578112
2025-10-01 01:00:00+00:00,114234.328125,114536.4140625,114185.015625,114526.3671875,0
2025-10-01 02:00:00+00:00,114541.7109375,114544.3671875,114293.078125,114293.34375,0
2025-10-01 03:00:00+00:00,114282.90625,114525.421875,114162.640625,114211.859375,629538816
2025-10-01 04:00:00+00:00,114210.84375,114660.0390625,114210.1484375,114316.125,1492398080
2025-10-01 05:00:00+00:00,114302.6484375,114714.203125,114296.5390625,114574.90625,0
2025-10-01 06:00:00+00:00,114581.3984375,114602.4375,114259.5546875,114292.453125,0
2025-10-01 07:00:00+00:00,114289.4296875,114599.5703125,114289.4296875,114596.953125,0
2025-10-01 08:00:00+00:00,114584.78125,116438.65625,114533.5078125,116106.1015625,3199971328
2025-10-01 09:00:00+00:00,116126.6015625,116528.75,116025.015625,116436.1953125,2460639232
2025-10-01 10:00:00+00:00,116453.3359375,116567.4140625,116256.3671875,116283.2421875,0
2025-10-01 11:00:00+00:00,116311.859375,116776.359375,116311.859375,116769.90625,857948160
2025-10-01 12:00:00+00:00,116816.34375,116889.3515625,116415.578125,116450.671875,634363904
2025-10-01 13:00:00+00:00,116431.71875,116831.515625,116431.71875,116831.515625,358285312
2025-10-01 14:00:00+00:00,116821.5546875,117434.640625,116821.5546875,117355.796875,684838912
2025-10-01 15:00:00+00:00,117368.453125,117593.390625,117191.1171875,117421.9140625,2636648448
2025-10-01 16:00:00+00:00,117476.3984375,118139.828125,117441.7265625,117665.84375,3024486400
2025-10-01 17:00:00+00:00,117630.5,117727.7421875,116837.90625,116906.65625,703905792
2025-10-01 18:00:00+00:00,116886.8984375,117371.90625,116864.21875,117282.7890625,749264896
2025-10-01 19:00:00+00:00,117279.765625,117645.6875,117279.765625,117455.1640625,0
2025-10-01 20:00:00+00:00,117490.703125,117583.6875,117248.5625,117583.6875,0
2025-10-01 21:00:00+00:00,117600.015625,117617.84375,117418.1484375,117577.515625,0
2025-10-01 22:00:00+00:00,117613.203125,118062.125,117613.203125,117870.0078125,348610560
2025-10-01 23:00:00+00:00,117821.15625,118568.6484375,117781.84375,118568.6484375,2076737536
2025-10-02 00:00:00+00:00,118625.8046875,119451.0703125,118557.25,118557.25,3872276480
2025-10-02 01:00:00+00:00,118498.1171875,118893.0703125,118498.1171875,118747.1015625,585687040
2025-10-02 02:00:00+00:00,118694.9375,118801.5,118568.3828125,118791.40625,1593663488
2025-10-02 03:00:00+00:00,118777.1875,119070.7421875,118774.5,118801.8203125,0
2025-10-02 04:00:00+00:00,118797.1015625,118977.453125,118551.5859375,118662.765625,418619392
2025-10-02 05:00:00+00:00,118732.9609375,118732.9609375,118405.3359375,118427.1015625,0
2025-10-02 06:00:00+00:00,118435.9375,118719.046875,118413.171875,118690.75,0
2025-10-02 07:00:00+00:00,118702.0625,118726.984375,118517.53125,118562.671875,0
2025-10-02 08:00:00+00:00,118607.8515625,118704.4921875,118432.34375,118702.5625,0
2025-10-02 09:00:00+00:00,118702.3671875,118854.3203125,118638.8125,118854.3203125,0
2025-10-02 10:00:00+00:00,118884.453125,118899.6953125,118672.9921875,118675.5,0
2025-10-02 11:00:00+00:00,118675.984375,118912.0078125,118609.5234375,118811.609375,0
2025-10-02 12:00:00+00:00,118820.9296875,119458.234375,118817.09375,119458.234375,3993219072
2025-10-02 13:00:00+00:00,119442.015625,119812.5859375,119006.1953125,119727.5859375,7856324608
2025-10-02 14:00:00+00:00,119658.4609375,119703.7421875,119409.09375,119689.796875,6072672256
